description,price,bioequivalent,image_url
TRIOVAL Oral Gotas x 15ml,11290,paracetamol,
GENIOL INFANTIL 100mg /ml Gotas x 15ml,2290,paracetamol,
PANADOL JARABE 160mg /5ml Jbe. Fco. x 120ml,9490,paracetamol,
TRIOVAL DIA Y NOCHE Comp. x 20 Blanco + Azul,5490,paracetamol,
TRIOVAL Oral Susp. x 100ml,11590,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_200x.jpg?v=1659725245 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_300x.jpg?v=1659725245 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_400x.jpg?v=1659725245 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_500x.jpg?v=1659725245 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_600x.jpg?v=1659725245 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_700x.jpg?v=1659725245 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060015685_TRIOVAL_Oral_Susp_x_100ml_800x.jpg?v=1659725245 800w"
TAPSIN DN Comp. x 12 + 6,3790,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002160_TAPSIN_DN_Comp_x_12_6_200x.jpg?v=1662755962 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002160_TAPSIN_DN_Comp_x_12_6_300x.jpg?v=1662755962 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002160_TAPSIN_DN_Comp_x_12_6_400x.jpg?v=1662755962 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002160_TAPSIN_DN_Comp_x_12_6_500x.jpg?v=1662755962 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002160_TAPSIN_DN_Comp_x_12_6_600x.jpg?v=1662755962 600w"
XUMADOL 1g Sobre x 1,590,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_200x.jpg?v=1657225737 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_300x.jpg?v=1657225737 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_400x.jpg?v=1657225737 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_500x.jpg?v=1657225737 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_600x.jpg?v=1657225737 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_700x.jpg?v=1657225737 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400144_XUMADOL_1g_Sobrex1_800x.jpg?v=1657225737 800w"
MIGRAX Comp. x 10,2490,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_200x.jpg?v=1652842649 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_300x.jpg?v=1652842649 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_400x.jpg?v=1652842649 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_500x.jpg?v=1652842649 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_600x.jpg?v=1652842649 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_700x.jpg?v=1652842649 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060115415_MIGRAX_COMPX10_800x.jpg?v=1652842649 800w"
XUMADOL Efer. 1g Sobres Gran. x 20,9990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_200x.jpg?v=1653434214 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_300x.jpg?v=1653434214 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_400x.jpg?v=1653434214 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_500x.jpg?v=1653434214 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_600x.jpg?v=1653434214 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_700x.jpg?v=1653434214 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809591400113_XUMADOL_EFER_1G_SOBRES_GRAN_X_20_800x.jpg?v=1653434214 800w"
PANADOL 100mg/ml Gotas x 15ml,2790,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_200x.png?v=1679591270 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_300x.png?v=1679591270 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_400x.png?v=1679591270 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_500x.png?v=1679591270 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_600x.png?v=1679591270 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_700x.png?v=1679591270 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900000350_PANADOL_100mg_ml_Gotas_15ml_Mesadetrabajo1_800x.png?v=1679591270 800w"
PREDUAL COMP. X 10,2390,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004004980_PREDUAL_COMP_X_10_200x.jpg?v=1664551349 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004004980_PREDUAL_COMP_X_10_300x.jpg?v=1664551349 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004004980_PREDUAL_COMP_X_10_400x.jpg?v=1664551349 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004004980_PREDUAL_COMP_X_10_500x.jpg?v=1664551349 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004004980_PREDUAL_COMP_X_10_600x.jpg?v=1664551349 600w"
NASTUL COMPUESTO Comp. Rec. x 10,2990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_200x.jpg?v=1656197622 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_300x.jpg?v=1656197622 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_400x.jpg?v=1656197622 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_500x.jpg?v=1656197622 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_600x.jpg?v=1656197622 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_700x.jpg?v=1656197622 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041047605_NASTUL_COMPUESTO_Comp_Rec_x10_4bf7990e-f1f0-42e9-8741-10b5ec0fc43c_800x.jpg?v=1656197622 800w"
NASTIZOL COMPOSITUM Jbe. x 100ml,7990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_200x.jpg?v=1649956830 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_300x.jpg?v=1649956830 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_400x.jpg?v=1649956830 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_500x.jpg?v=1649956830 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_600x.jpg?v=1649956830 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_700x.jpg?v=1649956830 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028210350_NASTIZOL_COMPOSITUM_JBEX100ML_800x.jpg?v=1649956830 800w"
GENIOL INFANTIL 80 MG X 16 COM.,990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._200x.jpg?v=1663953484 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._300x.jpg?v=1663953484 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._400x.jpg?v=1663953484 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._500x.jpg?v=1663953484 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._600x.jpg?v=1663953484 600w"
TAPSIN DN PLUS Comp. x 12 + 6,3790,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_200x.jpg?v=1653077977 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_300x.jpg?v=1653077977 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_400x.jpg?v=1653077977 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_500x.jpg?v=1653077977 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_600x.jpg?v=1653077977 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_700x.jpg?v=1653077977 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004000418_TAPSIN_DN_PLUS_COMP_x_12___6_800x.jpg?v=1653077977 800w"
PANAGESIC 500mg Comp. x 30,1290,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_200x.jpg?v=1656197282 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_300x.jpg?v=1656197282 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_400x.jpg?v=1656197282 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_500x.jpg?v=1656197282 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_600x.jpg?v=1656197282 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_700x.jpg?v=1656197282 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041000051_PANAGESIC_COM_500MGX30_800x.jpg?v=1656197282 800w"
SEVEDOL Comp. x 12,1990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7702870010495_SEVEDOL_Comp_x_12_200x.jpg?v=1664896556 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7702870010495_SEVEDOL_Comp_x_12_300x.jpg?v=1664896556 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7702870010495_SEVEDOL_Comp_x_12_400x.jpg?v=1664896556 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7702870010495_SEVEDOL_Comp_x_12_500x.jpg?v=1664896556 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7702870010495_SEVEDOL_Comp_x_12_600x.jpg?v=1664896556 600w"
PANADOL ADVANCE 500mg Comp. x 50 Blst.x5Comp.x10,1890,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_200x.jpg?v=1650316055 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_300x.jpg?v=1650316055 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_400x.jpg?v=1650316055 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_500x.jpg?v=1650316055 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_600x.jpg?v=1650316055 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_700x.jpg?v=1650316055 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800271_PANADOL_ADVANCE_500MG_COMPX50BLST_5COMPX10_800x.jpg?v=1650316055 800w"
ALGIAFIN Jbe. x 60ml,2990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_200x.jpg?v=1648566581 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_300x.jpg?v=1648566581 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_400x.jpg?v=1648566581 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_500x.jpg?v=1648566581 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_600x.jpg?v=1648566581 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_700x.jpg?v=1648566581 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931230_ALGIAFIN_120MGX5ML_800x.jpg?v=1648566581 800w"
DROPOL Efer. 1mg Comp. x 20,6590,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_200x.jpg?v=1649945165 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_300x.jpg?v=1649945165 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_400x.jpg?v=1649945165 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_500x.jpg?v=1649945165 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_600x.jpg?v=1649945165 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_700x.jpg?v=1649945165 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068011528_DROPOLX30_800x.jpg?v=1649945165 800w"
PANADOL EXTRA ADVANCE 500mg/65mg Comp. x 14,1990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800394_PANADOL_EXTRA_ADVANCE_500mg_65mg_Comp_14_200x.jpg?v=1663170440 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800394_PANADOL_EXTRA_ADVANCE_500mg_65mg_Comp_14_300x.jpg?v=1663170440 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800394_PANADOL_EXTRA_ADVANCE_500mg_65mg_Comp_14_400x.jpg?v=1663170440 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800394_PANADOL_EXTRA_ADVANCE_500mg_65mg_Comp_14_500x.jpg?v=1663170440 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804900800394_PANADOL_EXTRA_ADVANCE_500mg_65mg_Comp_14_600x.jpg?v=1663170440 600w"
BIOGRIP FORTE Comp. Rec. x 15,2290,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_200x.jpg?v=1650823909 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_300x.jpg?v=1650823909 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_400x.jpg?v=1650823909 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_500x.jpg?v=1650823909 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_600x.jpg?v=1650823909 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_700x.jpg?v=1650823909 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800038041388_BIOGRIP_COMP.REC.X15_800x.jpg?v=1650823909 800w"
NASTIZOL Jbe. x 120ml,9890,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_200x.jpg?v=1649867751 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_300x.jpg?v=1649867751 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_400x.jpg?v=1649867751 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_500x.jpg?v=1649867751 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_600x.jpg?v=1649867751 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_700x.jpg?v=1649867751 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028310661_NASTIZOL_JBEX120ML_800x.jpg?v=1649867751 800w"
WINASORB Jbe. x 60ml,7990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_200x.jpg?v=1647595281 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_300x.jpg?v=1647595281 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_400x.jpg?v=1647595281 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_500x.jpg?v=1647595281 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_600x.jpg?v=1647595281 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_700x.jpg?v=1647595281 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026772447_WINASORB_JBEX60ML_800x.jpg?v=1647595281 800w"
PANAGESIC PERIODO MENSTRUAL Comp. x 10,1990,paracetamol,
PREDUAL Comp. x 10,2390,paracetamol,
PANADOL NIÑOS 100mg /ml Gotas Fco. x 30ml,6990,paracetamol,
NASTUL COMPUESTO Jbe. x 100ml,5990,paracetamol,
GENIOL NIÑOS 160mg. Comp. x 16,1690,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._bebda7ff-efa5-4287-bf9a-dcc7af6f1941_200x.jpg?v=1679592091 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._bebda7ff-efa5-4287-bf9a-dcc7af6f1941_300x.jpg?v=1679592091 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._bebda7ff-efa5-4287-bf9a-dcc7af6f1941_400x.jpg?v=1679592091 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._bebda7ff-efa5-4287-bf9a-dcc7af6f1941_500x.jpg?v=1679592091 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063210322_GENIOL_INFANTIL_80MG_X_16_COM._bebda7ff-efa5-4287-bf9a-dcc7af6f1941_600x.jpg?v=1679592091 600w"
NASTIGRIP DIA-NOCHE (12 Día - 6 Noche) Comp. x 18,2690,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_200x.jpg?v=1649956724 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_300x.jpg?v=1649956724 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_400x.jpg?v=1649956724 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_500x.jpg?v=1649956724 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_600x.jpg?v=1649956724 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_700x.jpg?v=1649956724 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028003303_malo_800x.jpg?v=1649956724 800w"
DESDOL Comp. Rec. x 20,6590,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_200x.jpg?v=1649797160 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_300x.jpg?v=1649797160 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_400x.jpg?v=1649797160 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_500x.jpg?v=1649797160 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_600x.jpg?v=1649797160 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_700x.jpg?v=1649797160 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800050003180_DESDOL_COMX20_800x.jpg?v=1649797160 800w"
NASTIZOL COMPOSITUM Comp. Rec. x 6,1490,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_200x.jpg?v=1655854863 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_300x.jpg?v=1655854863 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_400x.jpg?v=1655854863 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_500x.jpg?v=1655854863 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_600x.jpg?v=1655854863 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_700x.jpg?v=1655854863 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028001231_NASTIZOL_COMPUESTOX6_COMP_800x.jpg?v=1655854863 800w"
NASTIFRIN COMPUESTO DIA Y NOCHE Comp. x 15 Amar./día Comp. x 5 Azul/noche,3790,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_200x.jpg?v=1674737643 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_300x.jpg?v=1674737643 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_400x.jpg?v=1674737643 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_500x.jpg?v=1674737643 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_600x.jpg?v=1674737643 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_700x.jpg?v=1674737643 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007478801_NASTIFRIN_COMPUESTO_DIA_NOCHE_Comp_x_15_Amar_diaComp_5_Azul_noche_800x.jpg?v=1674737643 800w"
CRONUS Comp. x 20,15990,paracetamol,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_200x.jpg?v=1650831373 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_300x.jpg?v=1650831373 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_400x.jpg?v=1650831373 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_500x.jpg?v=1650831373 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_600x.jpg?v=1650831373 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_700x.jpg?v=1650831373 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800070000541_CRONUS_COMPX20_800x.jpg?v=1650831373 800w"
